index,start_time,end_time,speaker,original_telugu,transliteration
1237,"01:01:17,594","01:01:18,304",speaker_0,Catering అబ్బాయివా?,Catering abbaayivaa?
1238,"01:01:19,193","01:01:20,594",speaker_22,"Sir, Sabari friend ని sir.","Sir, Sabari friend ni sir."
1239,"01:01:20,793","01:01:21,574",speaker_0,ఎవర్రా Sabari?,yevarraa Sabari?
1240,"01:01:22,114","01:01:22,253",speaker_22,"Sir,","Sir,"
1241,"01:01:22,914","01:01:23,653",speaker_22,దాస్ అన్న relative.,das anna relative.
1242,"01:01:24,134","01:01:24,534",speaker_0,దాస్ ఆ?,das aa?
1243,"01:01:25,134","01:01:25,793",speaker_22,"Sir, మీ right hand","Sir, mee right hand"
1244,"01:01:26,273","01:01:26,873",speaker_22,మోహన్ వాళ్ళ,mohan vaalla
1245,"01:01:27,423","01:01:28,023",speaker_22,తమ్ముడు sir.,thammudu sir.
1246,"01:01:28,074","01:01:28,423",speaker_0,తమ్ముడో?,thammudo?
1247,"01:01:29,094","01:01:30,043",speaker_0,నలభై ఏళ్లుగా,nalabhai yellugaa
1248,"01:01:30,514","01:01:32,733",speaker_0,"ఇది నా right hand, ఇది నా left hand.","idhi naa right hand, idhi naa left hand."
1249,"01:01:33,153","01:01:34,713",speaker_0,నా పేరు చెప్పి ఎవరో fraud,naa peru cheppi yevaro fraud
1250,"01:01:35,253","01:01:36,824",speaker_0,అతన్ని బాగా మోసం చేస్తున్నట్టున్నారయ్యా.,athanni baagaa mosam chesthunnattunnaarayyaa.
1251,"01:01:37,914","01:01:38,494",speaker_22,అవును sir.,avunu sir.
1252,"01:01:38,974","01:01:39,983",speaker_22,Fraud. మోసం,Fraud. mosam
1253,"01:01:40,614","01:01:40,994",speaker_22,చేసాడు.,chesaadu.
1254,"01:01:43,393","01:01:43,914",speaker_0,చూడు తమ్ముడు.,choodu thammudu.
1255,"01:01:44,634","01:01:46,653",speaker_0,ఇకపై నువ్వు నన్ను direct గా contact చేయొచ్చు.,ikapai nuvvu nannu direct gaa contact cheyochhu.
1256,"01:01:47,054","01:01:47,844",speaker_0,ఏదైనా సరే,yedhainaa sare
1257,"01:01:48,054","01:01:48,864",speaker_0,అయ్యగారి ద్వారా,ayyagaari dhvaaraa
1258,"01:01:49,074","01:01:50,683",speaker_0,నన్ను reach అవ్వొచ్చు. ఎందుకంటే,nannu reach avvochhu. yendhukante
1259,"01:01:52,054","01:01:52,403",speaker_0,కర్ణాటక,karnataka
1260,"01:01:53,153","01:01:53,923",speaker_0,మన control.,mana control.
1261,"01:01:54,414","01:01:54,764",speaker_23,కర్ణాటక,karnataka
1262,"01:01:55,014","01:01:55,364",speaker_23,మాత్రమేనా?,maathramenaa?
1263,"01:01:56,594","01:01:56,943",speaker_23,మిత్రులారా!,mithrulaaraa!
1264,"01:01:58,614","01:01:58,963",speaker_23,Friends!,Friends!
1265,"01:02:00,954","01:02:01,583",speaker_23,Come on.,Come on.
1266,"01:02:03,833","01:02:04,134",speaker_23,వాగ వాగ.,vaaga vaaga.
1267,"01:02:04,673","01:02:05,173",speaker_23,పని పని.,pani pani.
1268,"01:02:05,673","01:02:06,193",speaker_23,ఆవో ఆవో.,aavo aavo.
1269,"01:02:06,634","01:02:07,043",speaker_23,వరణ్ వరణ్.,varan varan.
1270,"01:02:07,574","01:02:08,213",speaker_23,రండి రండి.,randi randi.
1271,"01:02:09,604","01:02:10,673",speaker_23,All ministers,All ministers
1272,"01:02:10,724","01:02:12,454",speaker_23,different state. సంధి పున్ని,different state. sandhi punni
1273,"01:02:12,974","01:02:13,963",speaker_23,కేరళ తొండ transport,kerala thonda transport
1274,"01:02:14,153","01:02:14,594",speaker_23,minister లారా.,minister laaraa.
1275,"01:02:14,773","01:02:15,253",speaker_22,నమస్కారం. నమస్కారం.,namaskaaram. namaskaaram.
1276,"01:02:15,853","01:02:16,203",speaker_23,Telangana,Telangana
1277,"01:02:16,494","01:02:16,844",speaker_23,state,state
1278,"01:02:17,094","01:02:17,873",speaker_23,IT minister.,IT minister.
1279,"01:02:18,224","01:02:18,324",speaker_22,నమస్తే.,namasthe.
1280,"01:02:18,253","01:02:18,743",speaker_23,ఏ ఆప్లే,ye aaple
1281,"01:02:19,114","01:02:20,384",speaker_23,Maharashtra education minister.,Maharashtra education minister.
1282,"01:02:20,474","01:02:20,824",speaker_22,నమస్తే,namasthe
1283,"01:02:21,023","01:02:21,123",speaker_22,జీ.,jee.
1284,"01:02:21,273","01:02:21,623",speaker_0,My,My
1285,"01:02:21,793","01:02:22,313",speaker_0,dear friend.,dear friend.
1286,"01:02:23,624","01:02:24,313",speaker_23,డి.కె.మిశ్రా Delhi,di.ke.mishraa Delhi
1287,"01:02:24,393","01:02:24,743",speaker_23,minister.,minister.
1288,"01:02:25,733","01:02:27,163",speaker_23,విరాజ్ రాట్ Gujarat,viraaj raat Gujarat
1289,"01:02:27,554","01:02:28,123",speaker_23,minister. whole India.,minister. whole India.
1290,"01:02:28,313","01:02:29,324",speaker_1,ఇండియాలో మేరు వెయ్యకలమెన్నా,indiyaalo mayer veyyakalamennaa
1291,"01:02:29,534","01:02:30,333",speaker_1,అది మున్ము ఎలొచ్చు.,adhi munmu yelochhu.
1292,"01:02:30,653","01:02:31,143",speaker_1,మే మున్నా.,me munnaa.
1293,"01:02:31,753","01:02:32,123",speaker_23,ఆహ్ హ హ హ,aah ha ha ha
1294,"01:02:32,893","01:02:33,243",speaker_23,తిలిపి.,thilipi.
1295,"01:02:34,564","01:02:35,143",speaker_23,Selfie. whole,Selfie. whole
1296,"01:02:35,193","01:02:37,793",speaker_23,India selfie. whole India selfie. Come on.,India selfie. whole India selfie. Come on.
1297,"01:02:37,914","01:02:38,543",speaker_23,Come on. ఆవో ఆవో.,Come on. aavo aavo.
1298,"01:02:39,233","01:02:40,333",speaker_23,రండి రండి. Come on.,randi randi. Come on.
1299,"01:02:40,994","01:02:42,603",speaker_23,Come on. Come on. హేయ్.,Come on. Come on. hey.
1300,"01:02:54,884","01:02:55,913",speaker_22,అన్న ఇప్పుడేంచేద్దాం,anna ippudenchedhdhaam
1301,"01:02:55,963","01:02:56,134",speaker_22,అన్న?,anna?
1302,"01:02:58,653","01:02:58,793",speaker_0,ఆ హ ఆ?,aa ha aa?
1303,"01:02:58,844","01:03:00,474",speaker_22,అదే అన్న ఇప్పుడు ఏం చేద్దాం అని?,adhe anna ippudu yem chedhdhaam ani?
1304,"01:03:00,773","01:03:01,574",speaker_0,విన్న పడలా.,vinna padalaa.
1305,"01:03:01,793","01:03:04,083",speaker_17,కంగారు పడొద్దు పార్థు. గగన్ మనల్ని కలిపేస్తాడులే.,kangaroo padodhdhu paarthu. gagan manalni kalipesthaadule.
1306,"01:03:08,003","01:03:08,583",speaker_22,అవునన్నా back,avunannaa back
1307,"01:03:08,634","01:03:09,833",speaker_22,gate దగ్గర కొంతమందే ఉన్నారు.,gate dhaggara konthamandhe unnaaru.
1308,"01:03:10,704","01:03:11,324",speaker_22,మీరేదైనా fight,meeredhainaa fight
1309,"01:03:11,393","01:03:12,443",speaker_22,ఏడ్ చేసి మమ్మల్ని,aid chesi mammalni
1310,"01:03:12,693","01:03:13,243",speaker_22,bus ఎక్కించారంటే,bus yekkinchaarante
1311,"01:03:14,054","01:03:14,903",speaker_22,నేను కుందనాని తీసుకెళ్లిపోతా.,nenu kundhanaani theesukellipothaa.
1312,"01:03:15,634","01:03:15,983",speaker_22,మండపంలో,mandapamlo
1313,"01:03:16,193","01:03:17,503",speaker_22,fight చేయటం మీకేమైనా కొత్త.,fight cheyatam meekemainaa koththa.
1314,"01:03:18,934","01:03:19,594",speaker_0,Fight ఆ?,Fight aa?
1315,"01:03:19,934","01:03:20,514",speaker_0,తమ్ముడు తమ్ముడు,thammudu thammudu
1316,"01:03:20,914","01:03:22,523",speaker_0,"police లు, black cats, కార్యకర్తలని","police lu, black cats, kaaryakarthalani"
1317,"01:03:22,853","01:03:24,643",speaker_0,category కి వంద మంది ఉన్నారు. ఉమ్,category ki vandha mandhi unnaaru. um
1318,"01:03:25,653","01:03:26,003",speaker_0,సరేరా.,sareraa.
1319,"01:03:30,373","01:03:30,723",speaker_22,చెప్పండన్నా.,cheppandannaa.
1320,"01:03:31,954","01:03:32,353",speaker_0,సరేరా.,sareraa.
1321,"01:03:33,384","01:03:34,103",speaker_0,వీళ్లందర్నీ దాటించి,veellandharnee dhaatinchi
1322,"01:03:34,153","01:03:34,804",speaker_0,మిమ్మల్ని పంపించానే,mimmalni pampinchaane
1323,"01:03:35,054","01:03:35,273",speaker_0,అనుకో.,anuko.
1324,"01:03:36,134","01:03:36,483",speaker_0,యాడికెళ్తారు?,yaadikelthaaru?
1325,"01:03:38,393","01:03:40,824",speaker_0,వాళ్ళ బాబుకున్న influence కి మీ ఆధార్ కార్డు ఒక్కటి చాలు.,vaalla baabukunna influence ki mee aadhaar card okkati chaalu.
1326,"01:03:41,353","01:03:42,403",speaker_0,ఇండియాలో ఏ మూలకెళ్లినా,indiyaalo ye moolakellinaa
1327,"01:03:42,634","01:03:42,983",speaker_0,వెతుక్కుంటూ,vethukkuntoo
1328,"01:03:43,134","01:03:43,683",speaker_0,వచ్చి నరుకుతాడు.,vachhi narukuthaadu.
1329,"01:03:53,773","01:03:54,994",speaker_0,వీడే కావాలని strong గా ఉన్నావా?,veede kaavaalani strong gaa unnaavaa?
1330,"01:03:56,614","01:03:56,853",speaker_22,అన్న,anna
1331,"01:03:57,414","01:03:58,903",speaker_22,life కి death కి మధ్యలో ఉండే ఈ journey,life ki death ki madhyalo unde ee journey
1332,"01:03:59,414","01:03:59,994",speaker_22,తనతోనే అన్న.,thanathone anna.
1333,"01:04:00,903","01:04:01,873",speaker_0,దమ్ముసుకుని నడగలా?,dhammusukuni nadagalaa?
1334,"01:04:02,494","01:04:03,434",speaker_17,Strong గా ఉన్నా గగన్.,Strong gaa unnaa gagan.
1335,"01:04:08,893","01:04:09,663",speaker_0,అయితే ఒకటే option.,ayithe okate option.
1336,"01:04:10,474","01:04:11,344",speaker_0,మీరిద్దరూ foreign కెళ్లిపోండి.,meeridhdharoo foreign kellipondi.
1337,"01:04:11,673","01:04:13,643",speaker_17,Night కి night visa లేకుండా foreign వెళ్లగలమా?,Night ki night visa lekundaa foreign vellagalamaa?
1338,"01:04:13,813","01:04:14,163",speaker_0,వెళ్లొచ్చు.,vellochhu.
1339,"01:04:14,534","01:04:16,683",speaker_0,ఇండియా నుంచి మొత్తం యాభై countries honorable visa ల వెళ్లొచ్చు.,india nunchi moththam yaabhai countries honorable visa la vellochhu.
1340,"01:04:16,954","01:04:17,773",speaker_0,వాటికి visa అక్కర్లేదు.,vaatiki visa akkarledhu.
1341,"01:04:18,333","01:04:20,434",speaker_23,"Thailand, Fiji, Malaysia, Madagascar, Mauritius.","Thailand, Fiji, Malaysia, Madagascar, Mauritius."
1342,"01:04:20,693","01:04:22,123",speaker_23,వీటన్నిటికి night tickets available గా ఉన్నాయి.,veetannitiki night tickets available gaa unnaayi.
1343,"01:04:22,193","01:04:22,713",speaker_0,Thailand కి వేసేయ్.,Thailand ki vesey.
1344,"01:04:23,534","01:04:25,083",speaker_23,మామ మరొకటి ticket వేసేయమంటావా?,mama marokati ticket veseyamantaavaa?
1345,"01:04:25,653","01:04:26,914",speaker_23,అక్కడ అమ్మాయిలు అందంగా ఉంటారంటగా.,akkada ammaayilu andhangaa untaarantagaa.
1346,"01:04:29,713","01:04:31,114",speaker_0,నేను నవ్వుతూనే నరాలు cut చేస్తా.,nenu navvuthoone naraalu cut chesthaa.
1347,"01:04:32,773","01:04:33,534",speaker_23,Night మూడింటికి flight.,Night moodintiki flight.
1348,"01:04:33,994","01:04:35,083",speaker_0,నువ్వు పార్థ్ ని airport కి తీసుకొచ్చి.,nuvvu paarth ni airport ki theesukochhi.
1349,"01:04:35,393","01:04:35,493",speaker_23,ఉమ్.,um.
1350,"01:04:35,474","01:04:37,243",speaker_0,నేను night అందులో పడుకొని తర్వాత కుందనాని airport కి తీసుకొచ్చేస్తా.,nenu night andhulo padukoni tharvaatha kundhanaani airport ki theesukochhesthaa.
1351,"01:04:37,753","01:04:37,914",speaker_23,Okay.,Okay.
1352,"01:04:39,253","01:04:39,492",speaker_0,చేరా.,cheraa.
1353,"01:04:42,974","01:04:43,213",speaker_22,అన్నా!,annaa!
1354,"01:04:47,224","01:04:48,193",speaker_22,passport లేకపోయినా,passport lekapoyinaa
1355,"01:04:48,713","01:04:49,563",speaker_22,foreign వెళ్లగలమా అన్నా?,foreign vellagalamaa annaa?
1356,"01:04:56,673","01:04:57,134",speaker_0,Come again?,Come again?
1357,"01:04:57,994","01:04:59,203",speaker_22,అదే అన్నా passport,adhe annaa passport
1358,"01:04:59,414","01:04:59,733",speaker_22,లేదు.,ledhu.
1359,"01:05:00,454","01:05:01,614",speaker_22,ఈ year మీదే apply చెయ్యాలి.,ee year meade apply cheyyaali.
1360,"01:05:02,014","01:05:04,434",speaker_0,ఎవర్ని ఎప్పుడు లేపి కెళ్దామని లేపుకొని తిరగడం తెలుసు నీకు.,yevarni yeppudu lepi keldhaamani lepukoni thiragadam thelusu neeku.
1361,"01:05:04,773","01:05:07,483",speaker_0,కానీ passport తీసుకోవడం తెలీదా నీకు? passport తీసుకోవడం తెలీదా,kaanee passport theesukovadam theleedhaa neeku? passport theesukovadam theleedhaa
1362,"01:05:07,534","01:05:10,743",speaker_0,నీకు? ఆ passport తీసుకోవడం తెలీదా నీకు? passport తీసుకోవడం,neeku? aa passport theesukovadam theleedhaa neeku? passport theesukovadam
1363,"01:05:10,914","01:05:13,713",speaker_0,passport తీసుకోవడం తెలీదా నీకు? passport తీసుకోవడం passport--,passport theesukovadam theleedhaa neeku? passport theesukovadam passport--
1364,"01:05:13,764","01:05:14,273",speaker_22,అన్నా వద్దన్నా.,annaa vadhdhannaa.
1365,"01:05:15,253","01:05:16,362",speaker_17,Tension అవ్వదురా. Sorry,Tension avvadhuraa. Sorry
1366,"01:05:16,773","01:05:17,014",speaker_17,sorry sorry.,sorry sorry.
1367,"01:05:18,074","01:05:18,844",speaker_0,నన్ను నేనే కొట్టుకోవాలి.,nannu nene kottukovaali.
1368,"01:05:19,253","01:05:20,503",speaker_0,నన్ను నేనే కొట్టుకోవాలి. కొట్టుకుంటా.,nannu nene kottukovaali. kottukuntaa.
1369,"01:05:21,164","01:05:21,833",speaker_22,అన్నా అన్నా అన్నా.,annaa annaa annaa.
1370,"01:05:24,233","01:05:25,494",speaker_22,వేసుకో అన్నా. ఏంటన్నా ఇది?,vesuko annaa. yentannaa idhi?
1371,"01:05:27,054","01:05:29,793",speaker_0,ఒక passport తీసుకోవడం తెలీదా? passport తీసుకోవడం తెలీదా?,oka passport theesukovadam theleedhaa? passport theesukovadam theleedhaa?
1372,"01:05:30,094","01:05:30,443",speaker_0,passport,passport
1373,"01:05:30,833","01:05:31,902",speaker_0,passport తీసుకోవడం తెలీదా?,passport theesukovadam theleedhaa?
1374,"01:05:32,353","01:05:32,703",speaker_0,passport,passport
1375,"01:05:33,052","01:05:34,143",speaker_0,passport తీసుకోవడం తెలీదా?,passport theesukovadam theleedhaa?
1376,"01:05:34,614","01:05:34,963",speaker_0,passport,passport
1377,"01:05:35,103","01:05:35,884",speaker_0,తీసుకోవడం తెలీదా?,theesukovadam theleedhaa?
1378,"01:05:37,094","01:05:37,853",speaker_1,ఏరా అబ్బాయ్!,yeraa abbaay!
1379,"01:05:40,293","01:05:42,083",speaker_1,"reception లో పెళ్లికూతుర్ని, పెళ్లికొడుకుని వెతుకుతుంటే","reception lo pellikoothurni, pellikodukuni vethukuthunte"
1380,"01:05:43,604","01:05:44,243",speaker_1,మీరిక్కడికొచ్చి romance,meerikkadikochhi romance
1381,"01:05:44,293","01:05:44,643",speaker_1,చేసుకుంటున్నారా?,chesukuntunnaaraa?
1382,"01:05:46,104","01:05:47,083",speaker_0,చిన్నపిల్లలు మేమేదో,chinnapillalu memedho
1383,"01:05:47,134","01:05:48,203",speaker_0,చేసుకుంటాం. మీరు పోండి.,chesukuntaam. meeru pondi.
1384,"01:05:48,934","01:05:49,483",speaker_0,మేం వస్తాం.,mem vasthaam.
1385,"01:07:01,023","01:07:01,803",speaker_17,Dance చేయకపోతే,Dance cheyakapothe
1386,"01:07:01,853","01:07:02,784",speaker_17,mood out అని కనిపెట్టేస్తారు.,mood out ani kanipettesthaaru.
1387,"01:07:03,713","01:07:03,813",speaker_22,ఆ.,aa.
1388,"01:07:03,724","01:07:04,074",speaker_1,అరేయ్,arey
1389,"01:07:12,054","01:07:12,193",speaker_1,stop.,stop.
1390,"01:07:14,677","01:07:15,027",speaker_24,అల్లుడు,alludu
1391,"01:07:15,677","01:07:16,538",speaker_24,నిన్ను అరెస్ట్ చేశాం.,ninnu arrest cheshaam.
1392,"01:07:18,097","01:07:18,737",speaker_24,డౌన్ డౌన్ డౌన్,down down down
1393,"01:07:19,478","01:07:19,827",speaker_24,అల్లుడా,alludaa
1394,"01:07:20,577","01:07:20,927",speaker_24,అడిగితేనే,adigithene
1395,"01:07:21,557","01:07:22,228",speaker_24,ఎందుకో తెలుసుగా?,yendhuko thelusugaa?
1396,"01:07:22,498","01:07:22,847",speaker_25,నాకడానికేగా!,naakadaanikegaa!
1397,"01:07:27,518","01:07:27,867",speaker_24,సూపర్,super
1398,"01:07:33,177","01:07:33,527",speaker_24,అల్లుడు.,alludu.
1399,"01:07:36,518","01:07:37,197",speaker_24,ఇదిగోండి అల్లుడు.,idhigondi alludu.
1400,"01:07:46,297","01:07:47,838",speaker_24,అల్లుడు అల్లుడు ఆ కత్తి ఇటు ఇచ్చేసెయ్.,alludu alludu aa kaththi itu ichhesey.
1401,"01:07:48,998","01:07:50,107",speaker_24,వెళ్ళండి వెళ్ళండి ఫోన్ చేయండి.,vellandi vellandi phone cheyandi.
1402,"01:07:50,157","01:07:51,137",speaker_26,ఒక నిమిషం ఆవుత్రా,oka nimisham aavuthraa
1403,"01:07:51,498","01:07:52,127",speaker_24,చాలా సంతోషం,chaalaa santhosham
1404,"01:07:52,378","01:07:53,208",speaker_24,ఫోన్ చేసే వెళ్ళాలి.,phone chese vellaali.
1405,"01:07:53,858","01:07:54,208",speaker_24,ఏంటమ్మా,yentammaa
1406,"01:07:55,418","01:07:56,047",speaker_24,ఈరోజు night,eeroju night
1407,"01:07:57,018","01:07:58,248",speaker_24,నీ lover తో లేచి పోబోతున్నావ్.,nee lover tho lechi pobothunnaav.
1408,"01:07:58,538","01:07:59,217",speaker_24,అదే కదా plan.,adhe kadhaa plan.
1409,"01:08:00,358","01:08:01,637",speaker_25,ఏంటి మావయ్య prank ఆ?,yenti maavayya prank aa?
1410,"01:08:02,338","01:08:02,657",speaker_24,prank,prank
1411,"01:08:03,878","01:08:04,318",speaker_24,ఆ? నీతో,aa? neetho
1412,"01:08:04,958","01:08:06,157",speaker_24,prank చేసే వయసా నాది?,prank chese vayasaa naadhi?
1413,"01:08:15,128","01:08:15,707",speaker_24,పొద్దున్న మీరు,podhdhunna meeru
1414,"01:08:15,757","01:08:16,778",speaker_24,చేసింది prank కాదు.,chesindhi prank kaadhu.
1415,"01:08:17,738","01:08:18,088",speaker_24,నిజమే.,nijame.
1416,"01:08:19,757","01:08:21,198",speaker_24,నీ lover ఇక్కడే ఎక్కడో ఉన్నారు కదా.,nee lover ikkade yekkado unnaaru kadhaa.
1417,"01:08:21,818","01:08:22,448",speaker_24,correct ఆ?,correct aa?
1418,"01:08:29,887","01:08:30,588",speaker_24,prank చేస్తే,prank chesthe
1419,"01:08:31,257","01:08:32,078",speaker_24,ఇలా చేయాలి.,ilaa cheyaali.
1420,"01:08:33,137","01:08:34,108",speaker_24,పొద్దున్న మీరు చేసింది,podhdhunna meeru chesindhi
1421,"01:08:34,717","01:08:35,868",speaker_24,మట్టి గడ్డలా ఉంది.,matti gaddalaa undhi.
1422,"01:08:38,618","01:08:38,917",speaker_24,sir,sir
1423,"01:08:41,707","01:08:42,337",speaker_24,లావణ్య కె.,laavanya ke.
1424,"01:08:42,398","01:08:42,748",speaker_24,గోపాల్,gopaal
1425,"01:08:58,057","01:08:58,487",speaker_25,Wish you,Wish you
1426,"01:08:58,537","01:08:59,257",speaker_25,happy married life.,happy married life.
1427,"01:09:01,757","01:09:02,137",speaker_25,వస్తాను.,vasthaanu.
1428,"01:09:04,597","01:09:04,948",speaker_24,sir,sir
1429,"01:09:06,337","01:09:06,618",speaker_25,అన్న,anna
1430,"01:09:07,358","01:09:07,877",speaker_25,నాదొక idea.,naadhoka idea.
1431,"01:09:08,318","01:09:08,597",speaker_24,ఏంటి?,yenti?
1432,"01:09:09,507","01:09:09,997",speaker_25,అదేంటంటే మేము,adhentante memu
1433,"01:09:10,047","01:09:12,327",speaker_25,ఇండియాలో ఎక్కడికి వెళ్ళినా బ్రతకలేం. వీళ్ళ non influence అలాంటిది,indiyaalo yekkadiki vellinaa brathakalem. veella non influence alaantidhi
1434,"01:09:12,377","01:09:12,988",speaker_25,correct ఆ?,correct aa?
1435,"01:09:13,217","01:09:13,568",speaker_24,correct.,correct.
1436,"01:09:14,578","01:09:16,177",speaker_25,ఈ night లో foreign కూడా వెళ్ళలేం correct ఆ?,ee night lo foreign koodaa vellalem correct aa?
1437,"01:09:16,858","01:09:17,208",speaker_24,correct.,correct.
1438,"01:09:17,757","01:09:18,448",speaker_24,అదే passport,adhe passport
1439,"01:09:18,597","01:09:19,728",speaker_24,లేదు కదా. passport,ledhu kadhaa. passport
1440,"01:09:19,938","01:09:20,948",speaker_24,లేదు కదా. passport,ledhu kadhaa. passport
1441,"01:09:21,167","01:09:21,518",speaker_24,లేదు.,ledhu.
1442,"01:09:22,757","01:09:24,347",speaker_25,మొత్తం మీద రేపు పొద్దున్న ఈ పెళ్లి జరగకపోతే,moththam meedha repu podhdhunna ee pelli jaragakapothe
1443,"01:09:24,478","01:09:25,757",speaker_25,మేమిద్దరం చేస్తాం correct ఆ?,memidhdharam chesthaam correct aa?
1444,"01:09:26,297","01:09:28,097",speaker_24,Hundred percent correct. Point కి రా.,Hundred percent correct. Point ki raa.
1445,"01:09:31,257","01:09:31,597",speaker_25,So,So
1446,"01:09:36,898","01:09:37,217",speaker_25,So,So
1447,"01:09:39,778","01:09:40,097",speaker_25,So So,So So
1448,"01:09:42,677","01:09:44,137",speaker_25,ఏం మాట్లాడకుండా మీరే కుందనని పెళ్లి చేసుకోండన్నా.,yem maatlaadakundaa meere kundhanani pelli chesukondannaa.
1449,"01:09:44,297","01:09:44,457",speaker_26,ఏయ్,yey
1450,"01:09:44,738","01:09:46,847",speaker_25,రేపటి గండం నుంచి first తప్పించుకోవచ్చు. ఆ తర్వాత passport తీసుకుని,repati gandam nunchi first thappinchukovachhu. aa tharvaatha passport theesukuni
1451,"01:09:46,898","01:09:47,627",speaker_25,మేమిద్దరం foreign వెళ్ళిపోతాం.,memidhdharam foreign vellipothaam.
1452,"01:09:48,037","01:09:50,287",speaker_25,మీరు పెళ్ళం లేచిపోయిందని కొన్ని రోజులు feel అయినట్టు నటించి జాలీగా,meeru pellam lechipoyindhani konni rojulu feel ayinattu natinchi jaaleegaa
1453,"01:09:50,337","01:09:52,648",speaker_25,ఇంకో పెళ్లి చేసుకోండన్నా. ఆ తర్వాత మీ life మీది మా life మాది.,inko pelli chesukondannaa. aa tharvaatha mee life meedhi maa life maadhi.
1454,"01:09:52,698","01:09:54,198",speaker_25,ఏమంటారు? నాకు కుందన మీద మీ మీద నమ్మకం ఉంది.,yemantaaru? naaku kundhana meedha mee meedha nammakam undhi.
1455,"01:09:54,257","01:09:54,797",speaker_25,Don't worry good morning.,Don't worry good morning.
1456,"01:10:07,268","01:10:07,957",speaker_25,అర్థం కాలా?,artham kaalaa?
1457,"01:10:08,578","01:10:10,028",speaker_25,అదే అన్న fake marriage చేసుకోమని,adhe anna fake marriage chesukomani
1458,"01:10:10,217","01:10:10,578",speaker_25,చెప్తున్నా.,chepthunnaa.
1459,"01:10:11,078","01:10:11,428",speaker_24,అతర్థమైందిరా.,atharthamaindhiraa.
1460,"01:10:12,837","01:10:13,948",speaker_24,నేనేం అర్థం కాలేదన్నానో,nenem artham kaaledhannaano
1461,"01:10:14,257","01:10:14,608",speaker_24,నీకర్థమైందా?,neekarthamaindhaa?
1462,"01:10:16,518","01:10:17,097",speaker_24,ఎర్రి పో.,yerri po.
1463,"01:10:19,457","01:10:21,528",speaker_25,నువ్వు love చేస్తే నువ్వే కదరా పెళ్లి చేసుకోవాలి.,nuvvu love chesthe nuvve kadharaa pelli chesukovaali.
1464,"01:10:22,387","01:10:22,907",speaker_25,నేనెందుకు పెళ్లి,nenendhuku pelli
1465,"01:10:22,957","01:10:23,307",speaker_25,చేసుకోవాలి?,chesukovaali?
1466,"01:10:24,858","01:10:25,677",speaker_24,Good choice అమ్మ.,Good choice amma.
1467,"01:10:26,757","01:10:28,908",speaker_24,ఈ month నువ్వు పెళ్లి చేసుకో next month నేను తీసుకెళ్తానంటున్నాడు.,ee month nuvvu pelli chesuko next month nenu theesukelthaanantunnaadu.
1468,"01:10:29,818","01:10:30,538",speaker_24,అయ్యో అబ్బా.,ayyo abbaa.
1469,"01:10:31,387","01:10:32,168",speaker_26,లే నేనేమన్నా అరటిచెట్టునా,le nenemannaa aratichettunaa
1470,"01:10:32,557","01:10:34,028",speaker_26,ఎవడు పడితే వాడు తాళి కట్టేసి నరుక్కుపోవడానికి.,yevadu padithe vaadu thaali kattesi narukkupovadaaniki.
1471,"01:10:34,658","01:10:35,917",speaker_26,నాకు నా గౌరవం ఏరా ముఖ్యం.,naaku naa gauravam yeraa mukhyam.
1472,"01:10:36,278","01:10:36,698",speaker_25,కుందనా,kundhanaa
1473,"01:10:37,257","01:10:37,997",speaker_25,కొంచెం అక్కడ చూడు.,konchem akkada choodu.
1474,"01:10:40,158","01:10:42,467",speaker_25,మీ బాబు గదిలో ఒక్కొక్కడు Avengers నిలనించుని ఉన్నారు.,mee baabu gadhilo okkokkadu Avengers nilaninchuni unnaaru.
1475,"01:10:43,278","01:10:45,278",speaker_25,నువ్వు వెళ్లి decide చేసుకో. గౌరవమా ప్రాణమా.,nuvvu velli decide chesuko. gauravamaa praanamaa.
1476,"01:10:54,967","01:10:55,637",speaker_26,ప్రాణమే ముఖ్యం.,praaname mukhyam.
1477,"01:10:55,717","01:10:56,368",speaker_25,నాకు ప్రాణమే.,naaku praaname.
1478,"01:10:57,398","01:10:58,318",speaker_24,నాకు గౌరవమే ముఖ్యం.,naaku gauravame mukhyam.
1479,"01:10:58,917","01:10:59,268",speaker_24,గౌరవహీనుడున్నారా?,gauravaheenudunnaaraa?
1480,"01:11:00,578","01:11:02,188",speaker_24,పోతే పోనీలే అని help చేద్దామని చూస్తే,pothe poneele ani help chedhdhaamani choosthe
1481,"01:11:02,557","01:11:03,807",speaker_24,నన్ను బలిపశువు చేసి నరుక్కుతిందామనుకుంటున్నారా?,nannu balipashuvu chesi narukkuthindhaamanukuntunnaaraa?
1482,"01:11:05,278","01:11:06,048",speaker_24,ఇది మీ love.,idhi mee love.
1483,"01:11:06,238","01:11:07,748",speaker_24,మీరు ప్రాణాలు వదిలేయండి. ఇప్పుడు నన్ను వదిలేయండి.,meeru praanaalu vadhileyandi. ippudu nannu vadhileyandi.
1484,"01:11:08,278","01:11:09,508",speaker_24,ఉల్లిపాయ అంత చోటిస్తే పడుకోవడానికి,ullipaaya antha chotisthe padukovadaaniki
1485,"01:11:09,677","01:11:10,468",speaker_24,పక్క అడిగి కోరుకోవడానికి,pakka adigi korukovadaaniki
1486,"01:11:10,637","01:11:11,347",speaker_24,కోడికూన అడిగాడంట.,kodikoona adigaadanta.
