index,start_time,end_time,speaker,original_telugu,transliteration,Actors
1851,"01:01:05,782","01:01:06,731",speaker_16,ఆ అమ్మాయిని చూపించండి,aa ammaayini choopinchandi,
1852,"01:01:06,902","01:01:07,251",speaker_16,వెళ్ళిపోతానన్నావ్,vellipothaanannaav,
1853,"01:01:07,702","01:01:08,052",speaker_16,చూడు,choodu,
1854,"01:01:08,362","01:01:08,621",speaker_30,గురువుగారు,guruvugaaru,
1855,"01:01:08,702","01:01:10,072",speaker_16,అప్పుడే నేను నిన్ను cut చేయాల్సింది,appude nenu ninnu cut cheyaalsindhi,
1856,"01:01:10,501","01:01:11,231",speaker_16,I did a mistake,I did a mistake,
1857,"01:01:11,641","01:01:12,362",speaker_16,okay I will see,okay I will see,
1858,"01:01:12,422","01:01:12,822",speaker_30,గురువుగారు,guruvugaaru,
1859,"01:01:12,882","01:01:13,362",speaker_16,I will see,I will see,
1860,"01:01:14,202","01:01:15,661",speaker_30,గురువుగారు గురువుగారు ఒక్కసారి నేను చెప్పేది,guruvugaaru guruvugaaru okkasaari nenu cheppedhi,
1861,"01:01:16,322","01:01:18,731",speaker_16,ఏ further గా నువ్వు నన్ను అలా పిలవద్దు గురువుగారు గురువుగారు అంటే,ye further gaa nuvvu nannu alaa pilavadhdhu guruvugaaru guruvugaaru ante,
1862,"01:01:18,782","01:01:19,061",speaker_16,నాకు గు,naaku gu,
1863,"01:01:19,242","01:01:19,601",speaker_30,హరి హరి,hari hari,
1864,"01:01:20,342","01:01:21,131",speaker_16,గుండెల మీద తన్నావురా,gundela meedha thannaavuraa,
1865,"01:01:21,181","01:01:21,692",speaker_30,అది కాదండీ,adhi kaadhandee,
1866,"01:01:24,048","01:01:24,958",speaker_7,ఒక్కడా ఇద్దరా,okkadaa idhdharaa,
1867,"01:01:25,418","01:01:26,208",speaker_16,ఇద్దర్లేక నటిస్తున్నా,idhdharleka natisthunnaa,
1868,"01:01:26,418","01:01:26,838",speaker_16,ఒక్కడే,okkade,
1869,"01:01:27,157","01:01:27,747",speaker_7,అది కాదు గురూగారు,adhi kaadhu guroogaaru,
1870,"01:01:27,797","01:01:28,597",speaker_16,నేనేం తప్పు చేశానురా,nenem thappu cheshaanuraa,
1871,"01:01:29,257","01:01:30,107",speaker_7,ఇలాంటి మోసం చేయబోతున్నా,ilaanti mosam cheyabothunnaa,
1872,"01:01:30,367","01:01:31,288",speaker_7,ఏంటండీ ఒక్కసారి వినండి.,yentandee okkasaari vinandi.,
1873,"01:01:32,197","01:01:33,688",speaker_7,ఇదిగో ఆ డబ్బు నువ్వు రా. ఆడు చంపైపోతున్నాడు,idhigo aa dabbu nuvvu raa. aadu champaipothunnaadu,
1874,"01:01:33,838","01:01:34,307",speaker_7,రా follow.,raa follow.,
1875,"01:01:40,018","01:01:40,567",speaker_7,ఒక ఆడపిల్ల,oka aadapilla,
1876,"01:01:40,918","01:01:44,107",speaker_7,నోరు తెరిచి నిన్ను తప్ప ఎవరినీ చేసుకోను ముర్రూ నువ్వు కాదంటే నూతిలో,noru therichi ninnu thappa yevarinee chesukonu murroo nuvvu kaadhante noothilo,
1877,"01:01:44,157","01:01:44,887",speaker_7,దూకుతాను అంటోంది.,dhookuthaanu antondhi.,
1878,"01:01:45,358","01:01:46,107",speaker_7,చెప్పవే అమ్మ.,cheppave amma.,
1879,"01:01:46,697","01:01:47,047",speaker_22,చేసుకోరా,chesukoraa,
1880,"01:01:47,257","01:01:47,788",speaker_22,పడి ఉంటుంది.,padi untundhi.,
1881,"01:01:48,197","01:01:48,947",speaker_7,ఏమిటే పడి ఉండేది,yemite padi undedhi,
1882,"01:01:49,338","01:01:50,228",speaker_7,మనమందరం కలిసి పడతాం.,manamandharam kalisi padathaam.,
1883,"01:01:50,637","01:01:51,978",speaker_7,వీళ్లిద్దరు మామూలు ladies కాదు తెలుసా,veellidhdharu maamoolu ladies kaadhu thelusaa,
1884,"01:01:52,318","01:01:52,827",speaker_7,మా గురువుగారిని,maa guruvugaarini,
1885,"01:01:53,117","01:01:53,927",speaker_7,సంతో నాకేశారు.,santho naakeshaaru.,
1886,"01:01:54,657","01:01:55,007",speaker_7,ఇదిగో,idhigo,
1887,"01:01:55,217","01:01:55,688",speaker_7,ఈ సూర్యకాంతం,ee sooryakaantham,
1888,"01:01:55,838","01:01:56,467",speaker_7,గారైతే మరీను,gaaraithe mareenu,
1889,"01:01:56,818","01:01:57,827",speaker_7,పెద్ద ముదురు ట్యాంకీ.,pedhdha mudhuru tyaankee.,
1890,"01:01:58,197","01:01:58,827",speaker_22,మీ గురువుగారేం,mee guruvugaarem,
1891,"01:01:59,137","01:02:00,047",speaker_22,లేత కాదు బాబు.,letha kaadhu baabu.,
1892,"01:02:00,637","01:02:01,427",speaker_22,ఆయనా ముదురే.,aayanaa mudhure.,
1893,"01:02:04,608","01:02:05,307",speaker_16,వీడేంట్రా ఎంతమందిని,veedentraa yenthamandhini,
1894,"01:02:05,358","01:02:05,708",speaker_16,వేసుకొస్తున్నాడు.,vesukosthunnaadu.,
1895,"01:02:06,478","01:02:07,097",speaker_7,అబ్బా బామ్మ,abbaa baamma,
1896,"01:02:07,637","01:02:08,728",speaker_7,ఇక చెప్పక తప్పడం లేదే.,ika cheppaka thappadam ledhe.,
1897,"01:02:08,938","01:02:09,587",speaker_7,ఇదిగో ఈ చంద్రకళని,idhigo ee chandhrakalani,
1898,"01:02:09,938","01:02:10,768",speaker_7,మా గురువుగారు ప్రేమించారు.,maa guruvugaaru preminchaaru.,
1899,"01:02:11,018","01:02:11,627",speaker_16,అమ్మ భట్టోయ్.,amma bhattoy.,
1900,"01:02:11,978","01:02:13,097",speaker_22,ఆ ఏమిట్రా నువ్వు చెప్పేది.,aa yemitraa nuvvu cheppedhi.,
1901,"01:02:13,148","01:02:13,498",speaker_7,నిజమే.,nijame.,
1902,"01:02:14,018","01:02:14,527",speaker_22,మన భట్టాచార్య.,mana bhattaachaarya.,
1903,"01:02:14,757","01:02:15,647",speaker_7,అవునే బామ్మ వాడే.,avune baamma vaade.,
1904,"01:02:15,858","01:02:16,587",speaker_22,ఏడిచాడు వెధవ.,yedichaadu vedhava.,
1905,"01:02:16,898","01:02:17,647",speaker_22,ఆ వెధవ పొట్టేసుకొని,aa vedhava pottesukoni,
1906,"01:02:17,858","01:02:18,878",speaker_22,వాడి మొహానికి ప్రేమ ఒకటా,vaadi mohaaniki prema okataa,
1907,"01:02:19,297","01:02:20,347",speaker_22,చప్పేలా మొహం వాడు.,chappelaa moham vaadu.,
1908,"01:02:22,217","01:02:22,777",speaker_22,రా రా భట్టు రా,raa raa bhattu raa,
1909,"01:02:23,318","01:02:24,188",speaker_22,నీ గురించే మాట్లాడుకుంటున్నాం.,nee gurinche maatlaadukuntunnaam.,
1910,"01:02:24,777","01:02:25,137",speaker_7,విన్నా,vinnaa,
1911,"01:02:25,597","01:02:26,347",speaker_7,అంతా విన్నా,anthaa vinnaa,
1912,"01:02:26,577","01:02:26,927",speaker_7,నువ్వేమన్నావో,nuvvemannaavo,
1913,"01:02:27,197","01:02:28,726",speaker_7,నేను విన్నా మన పెద్దలు విన్నారు.,nenu vinnaa mana pedhdhalu vinnaaru.,
1914,"01:02:29,297","01:02:30,327",speaker_7,ఏం పొట్టున్న వాళ్ళు ప్రేమించకూడదా.,yem pottunna vaallu preminchakoodadhaa.,
1915,"01:02:30,978","01:02:32,168",speaker_7,నా జాబ్ ఏమిటి పౌరోహిత్యం,naa jaab yemiti paurohithyam,
1916,"01:02:32,637","01:02:33,527",speaker_7,కూర్చొని చేసే పని.,koorchoni chese pani.,
1917,"01:02:34,197","01:02:35,367",speaker_7,ఆ మాత్రం గుప్పెడు పొట్టు ఉండదా.,aa maathram guppedu pottu undadhaa.,
1918,"01:02:35,878","01:02:37,157",speaker_7,వీళ్ళందరికీ six pack లు ఉన్నాయా.,veellandharikee six pack lu unnaayaa.,
1919,"01:02:37,478","01:02:39,438",speaker_7,రేపు పొద్దున వీడు పొట్ట రాదని నువ్వు guarantee ఇవ్వగలవా.,repu podhdhuna veedu potta raadhani nuvvu guarantee ivvagalavaa.,
1920,"01:02:39,657","01:02:41,647",speaker_22,ఇక్కడ discussion పొట్టు గురించి కాదు పెళ్లి గురించి.,ikkada discussion pottu gurinchi kaadhu pelli gurinchi.,
1921,"01:02:42,757","01:02:44,407",speaker_16,నువ్వంత harsh గా మాట్లాడకు చందు.,nuvvantha harsh gaa maatlaadaku chandhu.,
1922,"01:02:45,318","01:02:46,067",speaker_16,నేను feel అవుతాను.,nenu feel avuthaanu.,
1923,"01:02:46,237","01:02:46,768",speaker_7,సిగ్గు లేదేమిట్రా,siggu ledhemitraa,
1924,"01:02:46,958","01:02:48,347",speaker_7,నీకు ప్రేమ కావాల్సి వచ్చిందా ప్రేమ.,neeku prema kaavaalsi vachhindhaa prema.,
1925,"01:02:48,637","01:02:49,147",speaker_16,ఏం తప్పేంటి,yem thappenti,
1926,"01:02:49,637","01:02:50,967",speaker_16,ఆ కుటుంబాన్ని ఇంతకాలం ఆదుకున్నాడు.,aa kutumbaanni inthakaalam aadhukunnaadu.,
1927,"01:02:51,398","01:02:51,967",speaker_16,వాళ్ళ కష్టసుఖాలను,vaalla kashtasukhaalanu,
1928,"01:02:52,217","01:02:52,567",speaker_16,పంచుకున్నాడు.,panchukunnaadu.,
1929,"01:02:53,057","01:02:54,228",speaker_16,పెద్ద మనసుతో భర్త లేని,pedhdha manasutho bhartha leni,
1930,"01:02:54,478","01:02:54,967",speaker_16,ఆ పెద్దావిడని,aa pedhdhaavidani,
1931,"01:02:55,117","01:02:55,467",speaker_16,కట్టుకొని,kattukoni,
1932,"01:02:55,757","01:02:56,827",speaker_16,ఆవిడకో జీవితం ప్రసాదించాలనుకోవడం,aavidako jeevitham prasaadhinchaalanukovadam,
1933,"01:02:57,617","01:02:57,967",speaker_16,తప్పా.,thappaa.,
1934,"01:02:59,538","01:02:59,887",speaker_7,ఓహో.,oho.,
1935,"01:03:04,418","01:03:04,817",speaker_7,ఛీ ఛీ,chee chee,
1936,"01:03:05,498","01:03:06,047",speaker_7,మీరు సిగ్గుపడకండి.,meeru siggupadakandi.,
1937,"01:03:06,838","01:03:07,188",speaker_7,చచ్చిపోవాలనిపిస్తుంది.,chachhipovaalanipisthundhi.,
1938,"01:03:08,237","01:03:08,617",speaker_16,గురువు గారు,guruvu gaaru,
1939,"01:03:09,137","01:03:09,688",speaker_16,మీరు ప్రేమించింది,meeru preminchindhi,
1940,"01:03:09,858","01:03:10,708",speaker_16,చంద్రకళనే అని చెప్పారుగా.,chandhrakalane ani cheppaarugaa.,
1941,"01:03:10,958","01:03:12,228",speaker_7,indirect గా వీళ్ళకేదే చెప్పాను.,indirect gaa veellakedhe cheppaanu.,
1942,"01:03:12,458","01:03:13,087",speaker_7,అర్థం చేసుకోలేకపోయారు,artham chesukolekapoyaaru,
1943,"01:03:13,318","01:03:13,567",speaker_7,తింగరు.,thingaru.,
1944,"01:03:13,617","01:03:14,987",speaker_16,నువ్వు పెళ్లి అన్నది తల్లితో కాదా.,nuvvu pelli annadhi thallitho kaadhaa.,
1945,"01:03:15,617","01:03:15,967",speaker_7,పిల్లతోనా.,pillathonaa.,
1946,"01:03:17,217","01:03:17,807",speaker_7,ఛీ ఛీ,chee chee,
1947,"01:03:18,197","01:03:20,527",speaker_7,చుచ్చూడా మన అగ్రహార స్త్రీలకు తెలిస్తే తూకానమ్మేస్తారు.,chuchhoodaa mana agrahaara stha్reelaku thelisthe thookaanammesthaaru.,
1948,"01:03:21,018","01:03:21,547",speaker_7,పదండి పోదాం.,padhandi podhaam.,
1949,"01:03:21,597","01:03:21,697",speaker_22,పదండి,padhandi,
1950,"01:03:22,288","01:03:22,907",speaker_22,పోదాం. ఇంకా,podhaam. inkaa,
1951,"01:03:22,958","01:03:23,307",speaker_22,ఉన్నావే,unnaave,
1952,"01:03:23,557","01:03:23,907",speaker_22,బయల్దేరు.,bayaldheru.,
1953,"01:03:24,217","01:03:24,987",speaker_7,దేరతాం దేరతాం.,dherathaam dherathaam.,
1954,"01:03:25,358","01:03:25,708",speaker_7,మాకివ్వాల్సిన,maakivvaalsina,
1955,"01:03:25,918","01:03:27,367",speaker_7,నాలుగు లక్షలు ఇస్తే అప్పుడు దేరతాం.,naalugu lakshalu isthe appudu dherathaam.,
1956,"01:03:27,697","01:03:28,307",speaker_16,నాలుగు లక్షలా,naalugu lakshalaa,
1957,"01:03:28,597","01:03:29,347",speaker_16,లక్ష అన్నావ్ కదటే.,laksha annaav kadhate.,
1958,"01:03:29,757","01:03:30,728",speaker_7,అది terms బాగున్నప్పుడు,adhi terms baagunnappudu,
1959,"01:03:31,217","01:03:32,007",speaker_7,ఇప్పుడు వడ్డీలు వేశాం,ippudu vaddeelu veshaam,
1960,"01:03:32,297","01:03:32,886",speaker_7,four lakhs.,four lakhs.,
1961,"01:03:33,097","01:03:33,826",speaker_22,ఆపు ఆపు,aapu aapu,
1962,"01:03:34,197","01:03:34,547",speaker_22,ఎందుకివ్వాలి.,yendhukivvaali.,
1963,"01:03:35,277","01:03:36,087",speaker_22,నాలుగు సంవత్సరాలు,naalugu samvathsaraalu,
1964,"01:03:36,338","01:03:37,487",speaker_22,నా అల్లుడిని నీ వెంట తిప్పుకున్నావ్.,naa alludini nee venta thippukunnaav.,
1965,"01:03:37,777","01:03:38,327",speaker_22,ఇటు చూడు,itu choodu,
1966,"01:03:38,858","01:03:39,788",speaker_22,ఒక రూపాయి అయినా ఇచ్చావా.,oka roopaayi ayinaa ichhaavaa.,
1967,"01:03:40,117","01:03:40,858",speaker_22,దానికి దీనికి చెల్లు,dhaaniki dheeniki chellu,
1968,"01:03:41,657","01:03:42,597","speaker_22, speaker_16",పో. అల్లుడా,po. alludaa,
1969,"01:03:43,557","01:03:44,228",speaker_16,అప్పుడే చుట్టాలైపోయారేమిట్రా.,appude chuttaalaipoyaaremitraa.,
1970,"01:03:45,177","01:03:45,907",speaker_7,అది కాదు గురువుగారు.,adhi kaadhu guruvugaaru.,
1971,"01:03:45,958","01:03:46,307",speaker_16,ఆగో,aago,
1972,"01:03:47,398","01:03:49,107",speaker_16,నాకు మంత్రాలు రావు కాబట్టే సరిపోయిందిగాని,naaku manthraalu raavu kaabatte saripoyindhigaani,
1973,"01:03:49,838","01:03:51,688",speaker_16,వచ్చుంటే మిమ్మల్ని శపించి ఉండేవాడిని రా.,vachhunte mimmalni shapinchi undevaadini raa.,
1974,"01:03:52,858","01:03:54,288",speaker_16,ఈ విషయమంతా తేలిగ్గా వదలను.,ee vishayamanthaa theliggaa vadhalanu.,
1975,"01:03:54,338","01:03:55,347",speaker_7,గురువు గారు ఒక్కసారి నేను.,guruvu gaaru okkasaari nenu.,
1976,"01:03:59,088","01:04:00,358","speaker_16, speaker_22",దేరతా. పిన్నిగారు,dherathaa. pinnigaaru,
1977,"01:04:00,418","01:04:01,407",speaker_22,ముహూర్తాలు ఎప్పుడు పెట్టుకుందాం.,muhoorthaalu yeppudu pettukundhaam.,
1978,"01:04:01,777","01:04:02,127",speaker_7,దేనికి,dheniki,
1979,"01:04:02,398","01:04:02,887",speaker_7,మీ తద్దినాలకా.,mee thadhdhinaalakaa.,
1980,"01:04:03,498","01:04:04,607",speaker_16,ఏమిట్రా మాటలు వెధవా.,yemitraa maatalu vedhavaa.,
1981,"01:04:04,797","01:04:05,147",speaker_16,అక్కయ్యగారు,akkayyagaaru,
1982,"01:04:05,418","01:04:07,518",speaker_16,మీ కూతురే మా కోడలు మీరు నిశ్చింతగా ఉండండి.,mee koothure maa kodalu meeru nishchinthagaa undandi.,
1983,"01:04:08,998","01:04:10,007",speaker_7,ఆ అదిగో చూసారా,aa adhigo choosaaraa,
1984,"01:04:10,217","01:04:11,607",speaker_7,మీరందరూ ఉండగానే నాకు కన్ను కొట్టేస్తుంది.,meerandharoo undagaane naaku kannu kottesthundhi.,
1985,"01:04:11,958","01:04:12,307",speaker_22,ఆహా,aahaa,
1986,"01:04:12,478","01:04:13,147",speaker_22,కన్ను కొట్టడమా,kannu kottadamaa,
1987,"01:04:13,757","01:04:14,527",speaker_22,అంటే ఏంటండీ.,ante yentandee.,
1988,"01:04:15,018","01:04:15,967",speaker_7,మీ అమ్మ గడుపు మాడా,mee amma gadupu maadaa,
1989,"01:04:16,277","01:04:16,627",speaker_7,ఇలాగే,ilaage,
1990,"01:04:16,938","01:04:18,387",speaker_7,మా వాడిని మొత్తం నాకేశారు నాన్న.,maa vaadini moththam naakeshaaru naanna.,
1991,"01:04:18,737","01:04:20,407",speaker_7,ఇప్పుడు వీడు ఎక్కడ చచ్చాడో వెతుక్కొని చావాలి.,ippudu veedu yekkada chachhaado vethukkoni chaavaali.,
1992,"01:04:20,458","01:04:21,027",speaker_16,గురువు గారు.,guruvu gaaru.,
1993,"01:04:21,338","01:04:21,887",speaker_7,ఒరేయ్ వెధవలారా,orey vedhavalaaraa,
1994,"01:04:22,257","01:04:24,427",speaker_7,ఎవర్రా మీరు కొంపతీసి మిమ్మల్ని మా గురువు గారు పురమాయించాడా,yevarraa meeru kompatheesi mimmalni maa guruvu gaaru puramaayinchaadaa,
1995,"01:04:24,577","01:04:24,927",speaker_7,ఏమిటి.,yemiti.,
1996,"01:04:25,157","01:04:25,507",speaker_7,ఎన్నిసార్లు,yennisaarlu,
1997,"01:04:25,657","01:04:27,587",speaker_7,వాడికి మంత్రాలు రాకపోతే నేనేం manage చేశానో తెలుసా.,vaadiki manthraalu raakapothe nenem manage cheshaano thelusaa.,
1998,"01:04:27,797","01:04:28,147",speaker_7,వదలండ్రా,vadhalandraa,
1999,"01:04:28,498","01:04:30,188",speaker_7,ఆ వెధవకు విశ్వాసం కూడా లేదు. అయ్యో,aa vedhavaku vishvaasam koodaa ledhu. ayyo,
2000,"01:04:30,697","01:04:32,067",speaker_7,గురువు గారు మీరు ఇక్కడే ఉన్నారా.,guruvu gaaru meeru ikkade unnaaraa.,
2001,"01:04:34,077","01:04:35,157",speaker_16,చూశారా సార్ ఈ double action,chooshaaraa saar ee double action,
2002,"01:04:36,077","01:04:36,807",speaker_16,గాడ్లా చూసుకోవాల్సిన,gaadlaa choosukovaalsina,
2003,"01:04:36,978","01:04:37,237",speaker_16,నన్నే,nanne,
2004,"01:04:37,717","01:04:38,728",speaker_16,గాడు గీడు అని మాట్లాడి,gaadu geedu ani maatlaadi,
2005,"01:04:39,097","01:04:39,647",speaker_16,నేను కనపడగానే,nenu kanapadagaane,
2006,"01:04:40,137","01:04:41,067",speaker_16,గురువు గారు అని పిలుస్తాడు.,guruvu gaaru ani pilusthaadu.,
2007,"01:04:41,557","01:04:42,927",speaker_16,పరమ దుర్మార్గుడు సార్ వీడు.,parama dhurmaargudu saar veedu.,
2008,"01:04:43,197","01:04:43,987",speaker_16,వేసేయండి సార్ వీడిని.,veseyandi saar veedini.,
2009,"01:04:44,038","01:04:44,556",speaker_7,వేసేయడం ఏమిట్రా.,veseyadam yemitraa.,
2010,"01:04:44,606","01:04:45,027",speaker_16,అరె చూడు.,are choodu.,
2011,"01:04:45,898","01:04:46,248",speaker_31,ఏరా,yeraa,
2012,"01:04:46,777","01:04:47,827",speaker_31,మా వాళ్ళని చంపింది నువ్వేనా.,maa vaallani champindhi nuvvenaa.,
2013,"01:04:48,117","01:04:49,788",speaker_7,రామా రామా నేను చంపడం ఏమిటండీ.,raamaa raamaa nenu champadam yemitandee.,
2014,"01:04:50,237","01:04:50,967",speaker_7,చూడండి గురువు గారు,choodandi guruvu gaaru,
2015,"01:04:51,117","01:04:53,047",speaker_7,నా మీద కోపంతోటే కదూ నన్ను murder case లో ఇరికిస్తున్నారు.,naa meedha kopanthote kadhoo nannu murder case lo irikisthunnaaru.,
2016,"01:04:53,358","01:04:56,087",speaker_7,పాండు గారు you should believe me అండి. నాకేం పాపం తెలీదండి నన్ను,paandu gaaru you should believe me andi. naakem paapam theleedhandi nannu,
2017,"01:04:56,137","01:04:56,487",speaker_7,నమ్మండి.,nammandi.,
2018,"01:04:56,637","01:04:58,867",speaker_16,నమ్మొద్దు పాండు గారు ఖచ్చితంగా వీడే చంపేసి ఉంటాడు.,nammodhdhu paandu gaaru khachhithangaa veede champesi untaadu.,
2019,"01:04:59,077","01:05:00,998",speaker_16,వీడు పబ్బులో పెద్ద పెద్ద రౌడీలనే rough ఆడించాడు.,veedu pabbulo pedhdha pedhdha raudeelane rough aadinchaadu.,
2020,"01:05:01,318","01:05:01,668",speaker_7,నేనా,nenaa,
2021,"01:05:02,077","01:05:02,427",speaker_7,పబ్బులోనా,pabbulonaa,
2022,"01:05:02,958","01:05:04,967",speaker_7,ఏదో నాలుగు చివాట్లు పెట్టానే తప్ప చేయి చేసుకున్నానా.,yedho naalugu chivaatlu pettaane thappa cheyi chesukunnaanaa.,
2023,"01:05:05,137","01:05:05,728",speaker_16,ఏయ్ నువ్వు,yey nuvvu,
2024,"01:05:06,157","01:05:06,927",speaker_16,నన్నే చేయి చేసుకున్నావ్.,nanne cheyi chesukunnaav.,
2025,"01:05:07,057","01:05:07,498",speaker_16,వాళ్ళెంత.,vaallentha.,
2026,"01:05:07,557","01:05:07,907",speaker_7,నేనా.,nenaa.,
2027,"01:05:07,958","01:05:08,807",speaker_16,Yes అల్లుడు,Yes alludu,
2028,"01:05:09,277","01:05:10,987",speaker_16,ఇందాక గెటప్లు మార్చి మమ్మల్ని confuse చేశాడు.,indhaaka getaplu maarchi mammalni confuse cheshaadu.,
2029,"01:05:11,318","01:05:13,027",speaker_16,ఇప్పుడు topic మార్చి మిమ్మల్ని confuse చేస్తున్నాడు.,ippudu topic maarchi mimmalni confuse chesthunnaadu.,
2030,"01:05:13,277","01:05:14,147",speaker_16,నేను confirm చేస్తున్నాను.,nenu confirm chesthunnaanu.,
2031,"01:05:14,577","01:05:14,927",speaker_16,వీడే,veede,
2032,"01:05:15,137","01:05:15,688",speaker_16,కాల్ చెయ్.,kaal chey.,
2033,"01:05:17,958","01:05:20,467",speaker_7,అయ్యా పాండు గారు this is too much అండి. మీ ఇంట్లో ఎన్ని పూజలు,ayyaa paandu gaaru this is too much andi. mee intlo yenni poojalu,
2034,"01:05:20,518","01:05:20,867",speaker_7,చేశాను.,cheshaanu.,
2035,"01:05:21,097","01:05:23,507",speaker_7,చచ్చిన వాళ్ళకి కర్మ చేయడం తప్ప చంపే కర్మ నాకేం పట్టిందండి.,chachhina vaallaki karma cheyadam thappa champe karma naakem pattindhandi.,
2036,"01:05:23,958","01:05:24,547",speaker_7,నన్ను రక్షించండి,nannu rakshinchandi,
2037,"01:05:24,677","01:05:27,168",speaker_7,బాబు. బ్రాహ్మణ హత్య మహా పాపం వీరిని దించమని చెప్పండి.,baabu. braahmana hathya mahaa paapam veerini dhinchamani cheppandi.,
2038,"01:05:27,577","01:05:27,927",speaker_31,రసూల్,rasool,
2039,"01:05:28,818","01:05:29,168",speaker_31,నాకెందుకో,naakendhuko,
2040,"01:05:29,418","01:05:29,987",speaker_31,వీణ్ణి చూస్తే,veenni choosthe,
2041,"01:05:30,197","01:05:30,967",speaker_31,నమ్మబుద్ధి కావట్లేదు.,nammabudhdhi kaavatledhu.,
2042,"01:05:31,838","01:05:32,467",speaker_31,నా మనుషుల్నే,naa manushulne,
2043,"01:05:32,617","01:05:34,147",speaker_31,చంపి మళ్ళీ నా ఇంటికి ఎందుకు వస్తాడు.,champi mallee naa intiki yendhuku vasthaadu.,
2044,"01:05:34,978","01:05:35,788",speaker_31,వీణ్ణి లోపల వేద్దాం.,veenni lopala vedhdhaam.,
2045,"01:05:36,797","01:05:38,887",speaker_31,ఈ లోపు ఇంకో incident జరిగితే వీడు కాదన్నట్టు.,ee lopu inko incident jarigithe veedu kaadhannattu.,
2046,"01:05:39,378","01:05:39,728",speaker_31,ఏమంటావ్.,yemantaav.,
2047,"01:05:41,418","01:05:43,567",speaker_7,అయ్యో అయ్యో అయ్యో అయ్యో అయ్యో పాండు గారు మళ్ళీ పరీక్షలేమిటండీ.,ayyo ayyo ayyo ayyo ayyo paandu gaaru mallee pareekshalemitandee.,
2048,"01:05:43,918","01:05:44,927",speaker_7,నా మాట నమ్మండి నాకు.,naa maata nammandi naaku.,
2049,"01:05:45,418","01:05:47,147",speaker_16,వీడు ఈ పరీక్షలో fail అవ్వటం ఖాయం.,veedu ee pareekshalo fail avvatam khaayam.,
2050,"01:05:47,518","01:05:48,347",speaker_16,ఆ నేను వస్తాను అండి.,aa nenu vasthaanu andi.,
2051,"01:05:48,398","01:05:48,748",speaker_31,ఆగు.,aagu.,
2052,"01:05:49,637","01:05:49,987",speaker_31,రేయ్,rey,
2053,"01:05:50,157","01:05:51,137",speaker_31,వీణ్ణి కూడా లోపల వేయండి రా.,veenni koodaa lopala veyandi raa.,
2054,"01:05:51,237","01:05:51,587",speaker_7,ఆ,aa,
2055,"01:05:51,838","01:05:53,567",speaker_7,కలిసి మంత్రాలు చదివాం గానీ మద్దతు చేయలేదు.,kalisi manthraalu chadhivaam gaanee madhdhathu cheyaledhu.,
2056,"01:05:53,617","01:05:54,587",speaker_7,నన్ను వదిలిపెట్టండి బాబూ.,nannu vadhilipettandi baaboo.,
2057,"01:06:03,468","01:06:04,527",speaker_31,చెప్పు ప్రభాకర్.,cheppu prabhaakar.,
2058,"01:06:04,577","01:06:05,927",speaker_32,Sir ఆ major కొడుకు దొరికాడు.,Sir aa major koduku dhorikaadu.,
2059,"01:06:07,338","01:06:07,557",speaker_31,What,What,
2060,"01:06:07,918","01:06:08,318",speaker_32,అవును sir,avunu sir,
2061,"01:06:15,048","01:06:15,667",speaker_31,ఎంత మంచి,yentha manchi,
2062,"01:06:15,717","01:06:16,668",speaker_31,news చెప్పావ్ ప్రభాకర్.,news cheppaav prabhaakar.,
2063,"01:06:17,458","01:06:18,347",speaker_31,నేను బయల్దేరి వస్తాను.,nenu bayaldheri vasthaanu.,
2064,"01:06:19,418","01:06:19,768",speaker_31,నరసింహా,narasimhaa,
2065,"01:06:20,898","01:06:21,467",speaker_31,ఏం చేస్తున్నావ్,yem chesthunnaav,
2066,"01:06:21,677","01:06:21,978",speaker_31,రా.,raa.,
2067,"01:07:03,588","01:07:04,347",speaker_14,పిల్లానవ లగాదు,pillaanava lagaadhu,
2068,"01:07:04,398","01:07:04,748",speaker_14,పిల్లానవ,pillaanava,
2069,"01:07:05,057","01:07:05,947",speaker_14,లగాదు నే తట్టుకోను,lagaadhu ne thattukonu,
2070,"01:07:06,217","01:07:06,807",speaker_14,ఇంత అందని.,intha andhani.,
2071,"01:07:11,398","01:07:14,047",speaker_14,హేయ్ పిన్ని సుక్కలు జూబి టెన్నిస్ బలు జూబి తయ్యుద్దు,hey pinni sukkalu joobi tennis balu joobi thayyudhdhu,
2072,"01:07:14,338","01:07:15,067",speaker_14,నొక ప్రాణాని,noka praanaani,
2073,"01:07:19,458","01:07:23,387",speaker_33,హేయ్ బాబు నా తప్పు కాదు బాబు నా తప్పు కాదు అడిగే నువ్వు మా అమ్మమ్మనినున్నంగా,hey baabu naa thappu kaadhu baabu naa thappu kaadhu adige nuvvu maa ammammaninunnangaa,
2074,"01:07:28,726","01:07:29,576",speaker_33,పిండి పెట్టి కమ్మంగా,pindi petti kammangaa,
2075,"01:07:29,726","01:07:30,615",speaker_33,వండి పెట్టి దట్టంగా,vandi petti dhattangaa,
2076,"01:07:30,806","01:07:31,675",speaker_33,ఎందుకు ఇట్టా పెంచిందనే.,yendhuku ittaa penchindhane.,
2077,"01:07:35,806","01:07:37,576",speaker_14,ఓ రామ కృష్ణా కృష్ణా,o raama krushnaa krushnaa,
2078,"01:07:37,985","01:07:38,835",speaker_14,నాలో రగులుతుంది,naalo raguluthundhi,
